ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
สถานีนครไทย,ต.นครไทย อ.นครไทย จ.พิษณุโลก ,06:00 ,50
สถานีบ้านผาตูบ,ต.ผาสิงห์ อ.เมืองน่าน จ.น่าน ,05:00 ,50
สถานีอบต.นากอก,ต.นากอก อ.ศรีบุญเรือง จ.หนองบัวลำภู ,06:00 ,49.6
สถานีอบต.น้ำมวบ,ต.น้ำมวบ อ.เวียงสา จ.น่าน ,06:00 ,49.6
สถานีสถานีควบคุมไฟป่าภูฝอยลม,ต.ทับกุง อ.หนองแสง จ.อุดรธานี ,06:00 ,49.6
สถานีบ้านห้วยท่าง,ต.ไชยวัฒนา อ.ปัว จ.น่าน ,05:00 ,49.5
สถานีบ้านนาหนอง,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก ,02:00 ,49.5
สถานีอบต.นาน้อย,ต.นาน้อย อ.นาน้อย จ.น่าน ,06:00 ,49.4
สถานีสะพานน้ำมวบ (บ้านภูแยง),ต.ดู่พงษ์ อ.สันติสุข จ.น่าน ,06:00 ,49.4
สถานีชุมชนจุมจัง,ต.จุมจัง อ.กุฉินารายณ์ จ.กาฬสินธุ์ ,06:00 ,49.2
สถานีแม่น้ำมูล วัดปากโดม,ต.โพธิ์ไทร อ.พิบูลมังสาหาร จ.อุบลราชธานี ,05:00 ,49
สถานีอบต.ขัวก่าย,ต.ขัวก่าย อ.วานรนิวาส จ.สกลนคร ,06:00 ,49
สถานีบ้านร่องกล้า,ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก ,23:00 ,49
สถานีบ้านพร้าว,ต.บ้านพร้าว อ.นครไทย จ.พิษณุโลก ,00:00 ,49
สถานีบ้านไผ่โทน,ต.ไผ่โทน อ.ร้องกวาง จ.แพร่ ,05:00 ,49
สถานีบ้านน้ำพัน,ต.นาไร่หลวง อ.สองแคว จ.น่าน ,05:00 ,49
สถานีอบต.โนนขวาง,ต.โนนขวาง อ.บ้านด่าน จ.บุรีรัมย์ ,06:00 ,48.6
สถานีบ้านหาดไร่*,ต.ส้านนาหนองใหม่ อ.เวียงสา จ.น่าน ,03:00 ,48.5
สถานีบ้านโคกหนองแห้ว,ต.เลยวังไสย์ อ.ภูหลวง จ.เลย ,22:00 ,48.5
สถานีบ้านภูคำ,ต.งอบ อ.ทุ่งช้าง จ.น่าน ,04:00 ,48.5
สถานีบ้านสันติสุข,ต.ป่าคา อ.ท่าวังผา จ.น่าน ,04:00 ,48.5
สถานีบ้านน้ำตอน,ต.นาบัว อ.นครไทย จ.พิษณุโลก ,03:00 ,48.5
สถานีบ้านซำรู้,ต.ห้วยเฮี้ย อ.นครไทย จ.พิษณุโลก ,04:00 ,48.5
สถานีบ้านแก่งไฮ,ต.หนองกะท้าว อ.นครไทย จ.พิษณุโลก ,05:00 ,48.5
สถานีบ้านม่วงเจริญราษฎร์,ต.บ่อสวก อ.เมืองน่าน จ.น่าน ,05:00 ,48.5
สถานีบ้านปางตอง,ต.แม่อูคอ อ.ขุนยวม จ.แม่ฮ่องสอน ,05:00 ,48.5
สถานีร้อยเอ็ด,ต.หนองไผ่ อ.ธวัชบุรี จ.ร้อยเอ็ด ,04:00 ,48.3
สถานีท้ายฝายร้อยเอ็ด,ต.พระธาตุ อ.เชียงขวัญ จ.ร้อยเอ็ด ,06:00 ,48.2
สถานีเหนือฝายวังยาง,ต.โนนศิลาเลิง อ.ฆ้องชัย จ.กาฬสินธุ์ ,06:00 ,48
สถานีบ้านผาสิงห์,ต.ผาสิงห์ อ.เมืองน่าน จ.น่าน ,05:00 ,48
สถานีบ้านน้ำลี,ต.น้ำหมัน อ.ท่าปลา จ.อุตรดิตถ์ ,01:00 ,48
สถานีบ้านท่าข้าม,ต.แก่งโสภา อ.วังทอง จ.พิษณุโลก ,05:00 ,48
สถานีบ้านห้วยตาดใต้,ต.นาดอกคำ อ.นาด้วง จ.เลย ,05:00 ,48
สถานีอบต.ป่าแดง,ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก ,06:00 ,48
สถานีบ้านขุนแม่ลาน้อย,ต.ขุนแม่ลาน้อย อ.แม่ลาน้อย จ.แม่ฮ่องสอน ,23:00 ,48
สถานีวารินชำราบ,ต.คำน้ำแซบ อ.วารินชำราบ จ.อุบลราชธานี ,06:00 ,47.8
สถานีเหนือฝายยางบ้านตะลุง,ต.หนองเรือ อ.ชุมพลบุรี จ.สุรินทร์ ,06:00 ,47.6
สถานีลำน้ำยัง,ต.แวง อ.โพนทอง จ.ร้อยเอ็ด ,06:00 ,47.6
สถานีบ้านหนองม่วน (ดง),ต.ห้วยห้อม อ.แม่ลาน้อย จ.แม่ฮ่องสอน ,23:00 ,47.5
สถานีบ้านน้ำพิ,ต.ทุ่งช้าง อ.ทุ่งช้าง จ.น่าน ,04:00 ,47.5
สถานีบ้านเนินพยอม*,ต.บ้านดง อ.ชาติตระการ จ.พิษณุโลก ,05:00 ,47.5
สถานีบ้านน้ำพริก,ต.ยางโกลน อ.นครไทย จ.พิษณุโลก ,03:00 ,47.5
สถานีบ้านกุดจิก,ต.หนองข่า อ.เกษตรสมบูรณ์ จ.ชัยภูมิ ,03:00 ,47.5
สถานีบ้านหลวง,ต.แม่เงา อ.ขุนยวม จ.แม่ฮ่องสอน ,05:00 ,47.5
สถานีบ้านอมลาน,ต.กองแขก อ.แม่แจ่ม จ.เชียงใหม่ ,23:00 ,47.5
สถานีบ้านระหัด,ต.กุดเลาะ อ.เกษตรสมบูรณ์ จ.ชัยภูมิ ,05:00 ,47.5
สถานีรร. บ้านหนองแอก,ต.บ้านผือ อ.โพนพิสัย จ.หนองคาย ,06:00 ,47.2
สถานีบ้านดูลาเปอร์,ต.ห้วยห้อม อ.แม่ลาน้อย จ.แม่ฮ่องสอน ,05:00 ,47
สถานีบ้านเลยวังไสย์,ต.เลยวังไสย์ อ.ภูหลวง จ.เลย ,22:00 ,47
สถานีบ้านใหม่เจริญไพร,ต.ฝายกวาง อ.เชียงคำ จ.พะเยา ,05:00 ,47
สถานีบ้านทางแดง,ต.แคมป์สน อ.เขาค้อ จ.เพชรบูรณ์ ,05:00 ,47
สถานีบ้านกลาง,ต.ปลาบ่า อ.ภูเรือ จ.เลย ,05:00 ,47
สถานีทต.ปง,ต.ปง อ.ปง จ.พะเยา ,06:00 ,46.8
สถานีอุทยานแห่งชาติภูผาเทิบ,ต.นาสีนวน อ.เมืองมุกดาหาร จ.มุกดาหาร ,06:00 ,46.6
สถานีบ้านน้ำพุ,ต.พุทธบาท อ.ชนแดน จ.เพชรบูรณ์ ,20:00 ,46.5
สถานีบ้านน้ำเคิม,ต.ปิงหลวง อ.นาหมื่น จ.น่าน ,02:00 ,46.5
สถานีเลย สกษ.,ต.นาโป่ง อ.เมืองเลย จ.เลย ,04:00 ,46.5
สถานีบ้านกงษีไร่ (หมู่ 6),ต.ซึ้ง อ.ขลุง จ.จันทบุรี ,05:00 ,46.5
สถานีอุทยานแห่งชาติภูแลนคา,ต.ห้วยต้อน อ.เมืองชัยภูมิ จ.ชัยภูมิ ,06:00 ,46.4
สถานีที่ทำการเขตรักษาพันธุ์สัตว์ป่าดอยผาช้าง,ต.งิม อ.ปง จ.พะเยา ,06:00 ,46.4
สถานีเทศบาลตำบลบ้านผือ,ต.บ้านผือ อ.บ้านผือ จ.อุดรธานี ,06:00 ,46.2
สถานีบ้านท่าล้อ,ต.แงง อ.ปัว จ.น่าน ,03:00 ,46
สถานีโครงการพัฒนาพื้นที่ภูผาหัก,ต.ผาสุก อ.วังสามหมอ จ.อุดรธานี ,06:00 ,46
สถานีบ้านสบสอย,ต.ปางหมู อ.เมืองแม่ฮ่องสอน จ.แม่ฮ่องสอน ,05:00 ,46
สถานีบ้านนางิ้ว,ต.นางิ้ว อ.สังคม จ.หนองคาย ,05:00 ,46
สถานีนครพนม,ต.ในเมือง อ.เมืองนครพนม จ.นครพนม ,04:00 ,45.9
สถานีท้ายฝายวังยาง,ต.โนนศิลาเลิง อ.ฆ้องชัย จ.กาฬสินธุ์ ,06:00 ,45.6
สถานีอบต.ส้มผ่อ,ต.ส้มผ่อ อ.ไทยเจริญ จ.ยโสธร ,06:00 ,45.6
สถานีบ้านห้วยน้ำอุ่น,ต.บ่อทอง อ.ทองแสนขัน จ.อุตรดิตถ์ ,03:00 ,45.5
สถานีอบต.ตลาดไทร,ต.ตลาดไทร อ.ชุมพวง จ.นครราชสีมา ,06:00 ,45.4
สถานีทต.พังโคน,ต.พังโคน อ.พังโคน จ.สกลนคร ,06:00 ,45.2
สถานีสตึก,ต.นิคม อ.สตึก จ.บุรีรัมย์ ,06:00 ,45.2
สถานีบ้านน้ำมีด,ต.เปือ อ.เชียงกลาง จ.น่าน ,05:00 ,45
สถานีอบต.ระเว,ต.ระเว อ.พิบูลมังสาหาร จ.อุบลราชธานี ,06:00 ,45
สถานีบ้านแม่โถใต้,ต.แม่โถ อ.แม่ลาน้อย จ.แม่ฮ่องสอน ,22:00 ,45
สถานีบ้านน้ำมี,ต.น้ำทูน อ.ท่าลี่ จ.เลย ,04:00 ,45
สถานีบ้านฮากฮาน,ต.ยาบหัวนา อ.เวียงสา จ.น่าน ,05:00 ,45
สถานีเหนือฝายหัวนา,ต.หนองแก้ว อ.กันทรารมย์ จ.ศรีสะเกษ ,06:00 ,44.6
สถานีบ้านแยง,ต.บ้านแยง อ.นครไทย จ.พิษณุโลก ,05:00 ,44.5
สถานีบ้านน้ำต้ม,ต.ผาช้างน้อย อ.ปง จ.พะเยา ,05:00 ,44.5
สถานีอบต.ป่าแฝก,ต.ป่าแฝก อ.พรเจริญ จ.บึงกาฬ ,06:00 ,44.2
สถานีสุรินทร์ สกษ.,ต.คอโค อ.เมืองสุรินทร์ จ.สุรินทร์ ,04:00 ,44.1
สถานีบ้านห้วยฮ่อมพัฒนา,ต.บ้านเวียง อ.ร้องกวาง จ.แพร่ ,02:00 ,44
สถานีบ้านขุนน้ำคับ,ต.บ่อภาค อ.ชาติตระการ จ.พิษณุโลก ,01:00 ,44
สถานีอบต.จอมพระ,ต.จอมพระ อ.จอมพระ จ.สุรินทร์ ,06:00 ,43.6
สถานีบ้านห้วยทรายเหนือ,ต.ห้วยเฮี้ย อ.นครไทย จ.พิษณุโลก ,00:00 ,43.5
สถานีบ้านสะเลียม*,ต.ยาบหัวนา อ.เวียงสา จ.น่าน ,05:00 ,43.5
สถานีบ้านนาล้อม,ต.ป่าแดง อ.ชาติตระการ จ.พิษณุโลก ,05:00 ,43.5
สถานีหนองคาย,ต.มีชัย อ.เมืองหนองคาย จ.หนองคาย ,04:00 ,43.4
สถานีบ้านใหม่พัฒนา,ต.แม่อูคอ อ.ขุนยวม จ.แม่ฮ่องสอน ,23:00 ,43
สถานีบ้านเขื่อนแก้ว,ต.ถืมตอง อ.เมืองน่าน จ.น่าน ,05:00 ,43
สถานีบ้านผึ้ง,ต.วังยาว อ.ด่านซ้าย จ.เลย ,05:00 ,43
สถานีบ้านตาดซ้อ,ต.เขาแก้ว อ.เชียงคาน จ.เลย ,05:00 ,42.5
สถานีบ้านซำทองพัฒนา,ต.บ้านกลาง อ.วังทอง จ.พิษณุโลก ,05:00 ,42.5
สถานีละงู,ต.ละงู อ.ละงู จ.สตูล ,06:00 ,42.2
สถานีบ้านแก่งลาด,ต.ห้วยเฮี้ย อ.นครไทย จ.พิษณุโลก ,23:00 ,42
สถานีบ้านหาดเบี้ย,ต.ปากชม อ.ปากชม จ.เลย ,05:00 ,42
สถานีบ้านตะบกเตี้ย,ต.ฉมัน อ.มะขาม จ.จันทบุรี ,05:00 ,42
สถานีบ้านช่องช้าง,ต.พรุพี อ.บ้านนาสาร จ.สุราษฎร์ธานี ,05:00 ,42
สถานีบ้านธาราวงศ์อารีย์,ต.เพิ่มพูนทรัพย์ อ.บ้านนาสาร จ.สุราษฎร์ธานี ,05:00 ,42
สถานีบ้านสะเนียน,ต.สะเนียน อ.เมืองน่าน จ.น่าน ,05:00 ,42
สถานีเลย,ต.นาอาน อ.เมืองเลย จ.เลย ,04:00 ,42
สถานีบ้านห้วยมะกอก,ต.สันติคีรี อ.แม่ลาน้อย จ.แม่ฮ่องสอน ,05:00 ,42
สถานีแม่น้ำชี อ.มหาชนะชัย (E.20A),ต.ฟ้าหยาด อ.มหาชนะชัย จ.ยโสธร ,05:00 ,42
สถานีบ้านสงเปือย,ต.ธาตุ อ.เชียงคาน จ.เลย ,05:00 ,42
สถานีทต.กันทรารมย์,ต.ดูน อ.กันทรารมย์ จ.ศรีสะเกษ ,06:00 ,42
สถานีเหนือฝายชุมพวง,ต.ชุมพวง อ.ชุมพวง จ.นครราชสีมา ,06:00 ,41.6
สถานีบ้านต้นผึ้ง,ต.ร่มเย็น อ.เชียงคำ จ.พะเยา ,05:00 ,41.5
สถานีบ้านน้ำลาว,ต.แม่ลาว อ.เชียงคำ จ.พะเยา ,05:00 ,41.5
สถานีบ้านหนองผักบุ้ง,ต.นายม อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ ,05:00 ,41.5
สถานีอ่างฯหนองกุดใหญ่,ต.หนองเต็ง อ.กระสัง จ.บุรีรัมย์ ,06:00 ,41.4
สถานีที่ว่าการอำเภอเต่างอย,ต.นาตาล อ.เต่างอย จ.สกลนคร ,06:00 ,41.2
สถานีบ้านปางผักหม,ต.งิม อ.ปง จ.พะเยา ,05:00 ,41
สถานีบ้านลาดผักหนาม,ต.ซับสีทอง อ.เมืองชัยภูมิ จ.ชัยภูมิ ,05:00 ,41
สถานีทม.บ้านดุง,ต.ศรีสุทโธ อ.บ้านดุง จ.อุดรธานี ,06:00 ,40.8
สถานีทต.ภูเรือ,ต.หนองบัว อ.ภูเรือ จ.เลย ,06:00 ,40.6
สถานีบ้านก้อ,ต.แม่จริม อ.แม่จริม จ.น่าน ,05:00 ,40.5
สถานีทต.หนองบอน,ต.หนองบอน อ.บ่อไร่ จ.ตราด ,06:00 ,40.4
สถานีทต.ท่าแร่,ต.ท่าแร่ อ.เมืองสกลนคร จ.สกลนคร ,06:00 ,40.2
สถานีอบต.บ้านจารย์,ต.บ้านจารย์ อ.สังขะ จ.สุรินทร์ ,06:00 ,40.2
สถานีบ้านปากรอง*,ต.ชาติตระการ อ.ชาติตระการ จ.พิษณุโลก ,01:00 ,40
สถานีบ้านปากเนียม,ต.ห้วยพิชัย อ.ปากชม จ.เลย ,05:00 ,40
สถานีบ้านตาบาด,ต.บ่อพลอย อ.บ่อไร่ จ.ตราด ,05:00 ,40
สถานีเมืองเลย,ต.ชัยพฤกษ์ อ.เมืองเลย จ.เลย ,06:00 ,40
สถานีชุมชนบ้านตูม,ต.กุดน้ำใส อ.ค้อวัง จ.ยโสธร ,06:00 ,39.8
สถานีบ้านป่ารวก,ต.บ่อโพธิ์ อ.นครไทย จ.พิษณุโลก ,05:00 ,39.5
สถานีบ้านปางสา,ต.ผาทอง อ.ท่าวังผา จ.น่าน ,05:00 ,39.5
สถานีบ้านโคกสว่าง,ต.ศรีสองรัก อ.เมืองเลย จ.เลย ,05:00 ,39.5
สถานีบ้านวังไทรทองเหนือ,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์ ,05:00 ,39.5
สถานีบ้านลาดเรือ,ต.บ่อภาค อ.ชาติตระการ จ.พิษณุโลก ,02:00 ,39.5
สถานีบ้านท่าวังแคน,ต.ศรีสองรัก อ.เมืองเลย จ.เลย ,05:00 ,39.5
สถานีอบต.ตาอุด,ต.ตาอุด อ.ขุขันธ์ จ.ศรีสะเกษ ,06:00 ,39.4
สถานีเหนือฝายยโสธร,ต.แสนสุข อ.พนมไพร จ.ร้อยเอ็ด ,06:00 ,39.4
สถานีอุทยานแห่งชาติภูจองนายอย,ต.นาจะหลวย อ.นาจะหลวย จ.อุบลราชธานี ,06:00 ,39.4
สถานีท้ายฝายยางบ้านตะลุง,ต.หนองเรือ อ.ชุมพลบุรี จ.สุรินทร์ ,06:00 ,39.4
สถานีอ.ตระการพืชผล,ต.ขุหลุ อ.ตระการพืชผล จ.อุบลราชธานี ,05:00 ,39
สถานีสำนักงานป้องกันและบรรเทาสาธารณภัย ทต.เชียงกลาง,ต.เชียงกลาง อ.เชียงกลาง จ.น่าน ,06:00 ,38.8
สถานีราษีไศล,ต.เมืองคง อ.ราษีไศล จ.ศรีสะเกษ ,06:00 ,38.6
สถานีบ้านวังผา,ต.ห้วยบ่อซืน อ.ปากชม จ.เลย ,05:00 ,38.5
สถานีบ้านน้ำกุ่ม,ต.น้ำกุ่ม อ.นครไทย จ.พิษณุโลก ,22:00 ,38.5
สถานีบ้านห้วยหมากหนุน,ต.ท่าผาปุ้ม อ.แม่ลาน้อย จ.แม่ฮ่องสอน ,05:00 ,38.5
สถานีบ้านหัวฝาย,ต.ชัยพฤกษ์ อ.เมืองเลย จ.เลย ,05:00 ,38.5
สถานีบ้านซับเปิป,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์ ,05:00 ,38.5
สถานีอบต.ห้วยโก๋น,ต.ห้วยโก๋น อ.เฉลิมพระเกียรติ จ.น่าน ,06:00 ,38.4
สถานีรร. เทศบาล 1 (ทต.เกษตรวิสัย),ต.เกษตรวิสัย อ.เกษตรวิสัย จ.ร้อยเอ็ด ,06:00 ,38.2
สถานีบ้านน้ำฮอก,ต.บ้านเหล่า อ.สูงเม่น จ.แพร่ ,05:00 ,38
สถานีบ้านถ้ำพริก,ต.บ้านแยง อ.นครไทย จ.พิษณุโลก ,05:00 ,38
สถานีแม่น้ำมูล ท้ายแก่งสะพือ (M.11B),ต.กุดชมภู อ.พิบูลมังสาหาร จ.อุบลราชธานี ,05:00 ,38
สถานีบ้านนาตอง,ต.ช่อแฮ อ.เมืองแพร่ จ.แพร่ ,05:00 ,38
สถานีท้ายฝายยางแก้งสนามนาง,ต.โนนสำราญ อ.แก้งสนามนาง จ.นครราชสีมา ,06:00 ,37.8
สถานีทม.ตากใบ,ต.เจ๊ะเห อ.ตากใบ จ.นราธิวาส ,06:00 ,37.8
สถานีบ้านปอน,ต.ปอน อ.ทุ่งช้าง จ.น่าน ,05:00 ,37.5
