ชื่อสถานี,ที่ตั้ง,เวลา,ฝนล่าสุด (มม.)
สถานีสะพานตาบัว บ้านยาเด๊ะ,ต.ภูเขาทอง อ.สุคิริน จ.นราธิวาส ,06:00 ,81.2
สถานีพลิ้ว สกษ.,ต.ตะปอน อ.ขลุง จ.จันทบุรี ,04:00 ,80.5
สถานีบ้านทุ่งตอน,ต.วังเงิน อ.แม่ทะ จ.ลำปาง ,05:00 ,76
สถานีลพบุรี,ต.ทะเลชุบศร อ.เมืองลพบุรี จ.ลพบุรี ,04:00 ,74.3
สถานีบ้านดง,ต.บ้านแลง อ.เมืองลำปาง จ.ลำปาง ,05:00 ,73
สถานีบ้านคลองป่าหวาย,ต.หนองไร่ อ.ปลวกแดง จ.ระยอง ,05:00 ,72.5
สถานีบ้านสวนผึ้ง,ต.ตะนาวศรี อ.สวนผึ้ง จ.ราชบุรี ,05:00 ,72
สถานีบ้านขุนแจ๋,ต.แม่แวน อ.พร้าว จ.เชียงใหม่ ,05:00 ,71
สถานีบ้านแม่เตาดิน,ต.ห้วยแก้ว อ.แม่ออน จ.เชียงใหม่ ,05:00 ,69
สถานีบ้านแม่กึ๊ด,ต.ทุ่งงาม อ.เสริมงาม จ.ลำปาง ,05:00 ,68.5
สถานีสระแก้ว,ต.สระขวัญ อ.เมืองสระแก้ว จ.สระแก้ว ,04:00 ,67.1
สถานีบ้านหนองแวง,ต.ไทรเดี่ยว อ.คลองหาด จ.สระแก้ว ,05:00 ,67
สถานีศรีสัชนาลัย,ต.หาดเสี้ยว อ.ศรีสัชนาลัย จ.สุโขทัย ,06:00 ,67
สถานีบ้านคลองกระท้อน,ต.บางบุตร อ.บ้านค่าย จ.ระยอง ,05:00 ,66.5
สถานีทต.ราไวย์,ต.ราไวย์ อ.เมืองภูเก็ต จ.ภูเก็ต ,06:00 ,64
สถานีบ้านวังยายมุก,ต.คลองพลู อ.เขาคิชฌกูฏ จ.จันทบุรี ,05:00 ,63
สถานีเหนือปตร.พระนารายน์,ต.ท่าหลวง อ.ท่าเรือ จ.พระนครศรีอยุธยา ,06:00 ,62.8
สถานีท้ายปตร.พระนารายน์,ต.ท่าหลวง อ.ท่าเรือ จ.พระนครศรีอยุธยา ,06:00 ,62.4
สถานีหน่วยพิทักษ์อุทยานแห่งชาติที่ ขญ.๑๐ (ประจันตคาม),ต.บุฝ้าย อ.ประจันตคาม จ.ปราจีนบุรี ,06:00 ,62.2
สถานีบ้านป่าเห่ว,ต.บ้านขอ อ.เมืองปาน จ.ลำปาง ,05:00 ,62
สถานีบ้านหัวบุ่ง,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี ,05:00 ,61.5
สถานีทต.โป่งน้ำร้อน,ต.ทับไทร อ.โป่งน้ำร้อน จ.จันทบุรี ,06:00 ,61.2
สถานีอบต.บางปิด,ต.บางปิด อ.แหลมงอบ จ.ตราด ,06:00 ,61
สถานีบ้านนาน้อย,ต.ศรีฐาน อ.ภูกระดึง จ.เลย ,05:00 ,60.5
สถานีเกาะคา,ต.วังพร้าว อ.เกาะคา จ.ลำปาง ,06:00 ,60.2
สถานีเหนือฝายยโสธร,ต.แสนสุข อ.พนมไพร จ.ร้อยเอ็ด ,06:00 ,59.8
สถานีอบต.แม่วงก์,ต.แม่วงก์ อ.แม่วงก์ จ.นครสวรรค์ ,06:00 ,59.8
สถานีคลองช่องสะเดา,ต.อุทัย อ.อุทัย จ.พระนครศรีอยุธยา ,06:00 ,59
สถานีอบต.นาคู,ต.นาคู อ.นาคู จ.กาฬสินธุ์ ,06:00 ,58.8
สถานีบ้านป่าไผ่,ต.กาหลง อ.ศรีสาคร จ.นราธิวาส ,05:00 ,58.5
สถานีตราด,ต.คลองใหญ่ อ.คลองใหญ่ จ.ตราด ,04:00 ,58.4
สถานีบ้านคลองใหญ่,ต.จันทเขลม อ.เขาคิชฌกูฏ จ.จันทบุรี ,05:00 ,58
สถานีอบต.นาหินลาด,ต.นาหินลาด อ.ปากพลี จ.นครนายก ,06:00 ,58
สถานีวังกระแจะ,ต.เนินทราย อ.เมืองตราด จ.ตราด ,06:00 ,57.2
สถานีอ่างเก็บน้ำแม่เกี๋ยง,ต.บ้านเอื้อม อ.เมืองลำปาง จ.ลำปาง ,06:00 ,57.2
สถานีจันทบุรี,ต.วัดใหม่ อ.เมืองจันทบุรี จ.จันทบุรี ,04:00 ,56.5
สถานีนาดี,ต.สะพานหิน อ.นาดี จ.ปราจีนบุรี ,06:00 ,56.4
สถานีอบต.หนองขนาก,ต.หนองขนาก อ.ท่าเรือ จ.พระนครศรีอยุธยา ,06:00 ,56.4
สถานีบ้านคลองขนุน,ต.หนองบัว อ.บ้านค่าย จ.ระยอง ,05:00 ,55.5
สถานีบ้านปงป่าป๋อ,ต.เสริมขวา อ.เสริมงาม จ.ลำปาง ,05:00 ,55
สถานีบ้านมุงเหนือ,ต.บ้านมุง อ.เนินมะปราง จ.พิษณุโลก ,05:00 ,54.5
สถานีอบต.ศรีจุฬา,ต.ศรีจุฬา อ.เมืองนครนายก จ.นครนายก ,06:00 ,53.6
สถานีกระบี่,ต.เหนือคลอง อ.เหนือคลอง จ.กระบี่ ,04:00 ,53.2
สถานีบ้านป่าคา,ต.แม่พุง อ.วังชิ้น จ.แพร่ ,05:00 ,53
สถานีหน่วยพิทักษ์อุทยานฯ ที่ บล.๒ (น้ำตกฮาลาซะห์),ต.แม่หวาด อ.ธารโต จ.ยะลา ,06:00 ,52.6
สถานีบ้านสบเติ๋น,ต.สบป้าด อ.แม่เมาะ จ.ลำปาง ,05:00 ,52.5
สถานีบ้านทุ่งม่วง,ต.ทับไทร อ.โป่งน้ำร้อน จ.จันทบุรี ,05:00 ,52.5
สถานีบ้านแม่แฮด,ต.แม่พุง อ.วังชิ้น จ.แพร่ ,05:00 ,52.5
สถานีท่าเรือ,ต.ท่าเรือ อ.ท่าเรือ จ.พระนครศรีอยุธยา ,06:00 ,52.4
สถานีบ้านบางเหรียงใต้,ต.บางเหรียง อ.ทับปุด จ.พังงา ,05:00 ,52
สถานีบางปะหัน,ต.ขยาย อ.บางปะหัน จ.พระนครศรีอยุธยา ,06:00 ,51.4
สถานีทต.ลำแก่น,ต.ลำแก่น อ.ท้ายเหมือง จ.พังงา ,06:00 ,51.2
สถานีบ้านว่านเหลือง,ต.ชากไทย อ.เขาคิชฌกูฏ จ.จันทบุรี ,00:00 ,51
สถานีบ้านสะโทย,ต.วังสรรพรส อ.ขลุง จ.จันทบุรี ,01:00 ,51
สถานีบ้านนาลานข้าว,ต.วังยาว อ.ด่านซ้าย จ.เลย ,04:00 ,50.5
สถานีที่ทำการอุทยานฯเขาใหญ่,ต.นาหินลาด อ.ปากพลี จ.นครนายก ,05:00 ,50.5
สถานีเมืองขอนแก่น,ต.หนองแวง อ.พระยืน จ.ขอนแก่น ,06:00 ,50.4
สถานีอบต.ตลาดไทร,ต.ตลาดไทร อ.ชุมพวง จ.นครราชสีมา ,06:00 ,50.4
สถานีเมืองลพบุรี,ต.โพธิ์เก้าต้น อ.เมืองลพบุรี จ.ลพบุรี ,06:00 ,50.4
สถานีหนองบัวลำภู,ต.ลำภู อ.เมืองหนองบัวลำภู จ.หนองบัวลำภู ,04:00 ,50.4
สถานีบ้านหินสอ,ต.ปลาบ่า อ.ภูเรือ จ.เลย ,21:00 ,50
สถานีบ้านบางหวาน,ต.กมลา อ.กะทู้ จ.ภูเก็ต ,05:00 ,50
สถานีบ้านโป่งก้อนเส้า,ต.ท่ามะปราง อ.แก่งคอย จ.สระบุรี ,05:00 ,50
สถานีบ้านปากรอง*,ต.ชาติตระการ อ.ชาติตระการ จ.พิษณุโลก ,05:00 ,50
สถานีอุ้มผาง,ต.อุ้มผาง อ.อุ้มผาง จ.ตาก ,04:00 ,49.9
สถานีบางพระ,ต.หนองเสม็ด อ.เมืองตราด จ.ตราด ,06:00 ,49
สถานีพระนครศรีอยุธยา,ต.ท่าเจ้าสนุก อ.ท่าเรือ จ.พระนครศรีอยุธยา ,04:00 ,48.5
สถานีสะพานเขานางบวช,ต.ศรีนาวา อ.เมืองนครนายก จ.นครนายก ,06:00 ,48.4
สถานีอบต.บุพราหมณ์,ต.บุพราหมณ์ อ.นาดี จ.ปราจีนบุรี ,06:00 ,48.4
สถานีทต.บูเก๊ะตา,ต.โละจูด อ.แว้ง จ.นราธิวาส ,06:00 ,47.8
สถานีบ้านทุ่งนาดี,ต.วังยาง อ.เนินมะปราง จ.พิษณุโลก ,05:00 ,47.5
สถานีบ้านวังไทรทองเหนือ,ต.ซับเปิบ อ.วังโป่ง จ.เพชรบูรณ์ ,20:00 ,47.5
สถานีปตร.พระศรีศิลป์,ต.หนองแค อ.หนองแค จ.สระบุรี ,06:00 ,46.8
สถานีหน่วยจัดการต้นน้ำเนินหอม,ต.เนินหอม อ.เมืองปราจีนบุรี จ.ปราจีนบุรี ,06:00 ,46.8
สถานีทต.หนองฉาง,ต.หนองฉาง อ.หนองฉาง จ.อุทัยธานี ,06:00 ,46.8
สถานีบ้านอ่าวกลาง,ต.วังมะปรางเหนือ อ.วังวิเศษ จ.ตรัง ,05:00 ,46.5
สถานีบ้านท่าเรือ*,ต.บาตง อ.รือเสาะ จ.นราธิวาส ,05:00 ,46.5
สถานีบ้านใหม่สามัคคี,ต.นิคมพัฒนา อ.นิคมพัฒนา จ.ระยอง ,05:00 ,46.5
สถานีอบต.พลูตาหลวง,ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี ,06:00 ,45.6
สถานีบ้านช่องช้าง,ต.พรุพี อ.บ้านนาสาร จ.สุราษฎร์ธานี ,05:00 ,45.5
สถานีบ้านป่าสักงาม,ต.ลวงเหนือ อ.ดอยสะเก็ด จ.เชียงใหม่ ,05:00 ,45.5
สถานีบ้านเขาหวาย,ต.บางบุตร อ.บ้านค่าย จ.ระยอง ,05:00 ,45
สถานีนครหลวง,ต.บ่อโพง อ.นครหลวง จ.พระนครศรีอยุธยา ,06:00 ,45
สถานีบ้านห้วยโต้,ต.ทับปริก อ.เมืองกระบี่ จ.กระบี่ ,05:00 ,45
สถานีอบต.ศรีกะอาง,ต.เขาเพิ่ม อ.บ้านนา จ.นครนายก ,06:00 ,44.8
สถานีบ้านบึงไม้,ต.ชะอม อ.แก่งคอย จ.สระบุรี ,05:00 ,44.5
สถานีบ้านผาคอ,ต.บ้านปิน อ.ลอง จ.แพร่ ,05:00 ,44.5
สถานีอบต.หนองหล่ม,ต.หนองหล่ม อ.ห้างฉัตร จ.ลำปาง ,06:00 ,44.4
สถานีทต.ตะเคียนทอง,ต.ตะเคียนทอง อ.เขาคิชฌกูฏ จ.จันทบุรี ,06:00 ,44.2
สถานีบ้านปูลาตีรี,ต.โกตาบารู อ.รามัน จ.ยะลา ,05:00 ,44
สถานีบ้านไทรห้อย*,ต.นาเมืองเพชร อ.สิเกา จ.ตรัง ,05:00 ,44
สถานีเมืองสระแก้ว,ต.สระขวัญ อ.เมืองสระแก้ว จ.สระแก้ว ,06:00 ,43.8
สถานีบ้านสลักเพชรเหนือ,ต.เกาะช้างใต้ อ.เกาะช้าง จ.ตราด ,02:00 ,43.5
สถานีอบต.ขุนซ่อง,ต.ขุนซ่อง อ.แก่งหางแมว จ.จันทบุรี ,06:00 ,43.4
สถานีนายายอาม,ต.ทุ่งเบญจา อ.ท่าใหม่ จ.จันทบุรี ,06:00 ,42.8
สถานีศูนย์อปพร.อบต.ลาดยาว,ต.ลาดยาว อ.ลาดยาว จ.นครสวรรค์ ,06:00 ,42.6
สถานีบ้านแกน้อย,ต.แม่นะ อ.เชียงดาว จ.เชียงใหม่ ,05:00 ,42.5
สถานีบ้านห้วยเกียงพา,ต.บ้านด่านนาขาม อ.เมืองอุตรดิตถ์ จ.อุตรดิตถ์ ,05:00 ,42
สถานีบ้านพรุสมภาร,ต.เทพกระษัตรี อ.ถลาง จ.ภูเก็ต ,05:00 ,42
สถานีทต.หนองเลิง,ต.หนองเลิง อ.บึงกาฬ จ.บึงกาฬ ,06:00 ,42
สถานีที่ว่าการอำเภอหัวหิน,ต.ทับใต้ อ.หัวหิน จ.ประจวบคีรีขันธ์ ,06:00 ,41.6
สถานีบ้านแม่กองปิน,ต.บ้านขอ อ.เมืองปาน จ.ลำปาง ,05:00 ,41.5
สถานีอบต.นาแขม,ต.นาแขม อ.กบินทร์บุรี จ.ปราจีนบุรี ,06:00 ,41.2
สถานีบ้านร่องกล้า,ต.เนินเพิ่ม อ.นครไทย จ.พิษณุโลก ,05:00 ,41
สถานีท้ายเขื่อนรัชชประภา,ต.เขาพัง อ.บ้านตาขุน จ.สุราษฎร์ธานี ,04:00 ,41
สถานีท่าพระ สกษ.,ต.ท่าพระ อ.เมืองขอนแก่น จ.ขอนแก่น ,04:00 ,40.6
สถานีห้วยยัง,ต.ไค้นุ่น อ.ห้วยผึ้ง จ.กาฬสินธุ์ ,06:00 ,40.4
สถานีอบต.บ้านพราน,ต.บ้านพราน อ.แสวงหา จ.อ่างทอง ,06:00 ,40.2
สถานีน้ำพอง อ.สีชมพู,ต.สีชมพู อ.สีชมพู จ.ขอนแก่น ,05:00 ,40
สถานีบ้านกลาง,ต.ปลาบ่า อ.ภูเรือ จ.เลย ,04:00 ,40
สถานีบ้านปางมะกง,ต.ปิงโค้ง อ.เชียงดาว จ.เชียงใหม่ ,05:00 ,40
สถานีเมืองจันทบุรี,ต.จันทนิมิต อ.เมืองจันทบุรี จ.จันทบุรี ,06:00 ,39.8
สถานีป่าสักงาม,ต.ลวงเหนือ อ.ดอยสะเก็ด จ.เชียงใหม่ ,06:00 ,39.8
สถานีอุดรธานี,ต.หนองขอนกว้าง อ.เมืองอุดรธานี จ.อุดรธานี ,04:00 ,39.7
สถานีบ้านโกรกอีดก,ต.ชะอม อ.แก่งคอย จ.สระบุรี ,06:00 ,39.6
สถานีบ้านหนองผักกูด,ต.ห้วยใหญ่ อ.บางละมุง จ.ชลบุรี ,05:00 ,39.5
สถานีท้ายปตร.พระอินทราชา,ต.พยอม อ.วังน้อย จ.พระนครศรีอยุธยา ,06:00 ,39.2
สถานีบ้านเขาจอมแห,ต.มะขามคู่ อ.นิคมพัฒนา จ.ระยอง ,05:00 ,39
สถานีบ้านหนองสองห้อง,ต.ห้วยแห้ง อ.แก่งคอย จ.สระบุรี ,05:00 ,39
สถานีบ้านแม่เกี่ยม,ต.ห้วยอ้อ อ.ลอง จ.แพร่ ,05:00 ,39
สถานีสะพานวังแก่ง,ต.เขาเพิ่ม อ.บ้านนา จ.นครนายก ,06:00 ,38.8
สถานีอบต.หนองญ้าปล้อง,ต.หนองหญ้าปล้อง อ.หนองหญ้าปล้อง จ.เพชรบุรี ,06:00 ,38.6
สถานีเหนือปตร.ผักไห่-เจ้าเจ็ด,ต.บ้านใหญ่ อ.ผักไห่ จ.พระนครศรีอยุธยา ,06:00 ,38.6
สถานีทต.โคกตูม,ต.โคกตูม อ.เมืองลพบุรี จ.ลพบุรี ,06:00 ,38.4
สถานีโรงปรับปรุงคุณภาพน้ำฯ ทน.นครสวรรค์,ต.ปากน้ำโพ อ.เมืองนครสวรรค์ จ.นครสวรรค์ ,06:00 ,38.4
สถานีอุทยานแห่งชาติภูผาเทิบ,ต.นาสีนวน อ.เมืองมุกดาหาร จ.มุกดาหาร ,06:00 ,38.2
สถานีเหนือปตร.พระอินทราชา,ต.พยอม อ.วังน้อย จ.พระนครศรีอยุธยา ,06:00 ,38.2
สถานีอบต.บางครก,ต.บางครก อ.บ้านแหลม จ.เพชรบุรี ,06:00 ,38.2
สถานีบ้านคีรีรัตน์,ต.เข็กน้อย อ.เขาค้อ จ.เพชรบูรณ์ ,05:00 ,38
สถานีหน่วยจัดการต้นน้ำดอยถ้วย,ต.แม่นะ อ.เชียงดาว จ.เชียงใหม่ ,06:00 ,38
สถานีศรีมหาโพธิ (KGT6),ต.ศรีมหาโพธิ์ อ.ศรีมหาโพธิ จ.ปราจีนบุรี ,06:00 ,38
สถานีบ้านทับชัน,ต.คันธุลี อ.ท่าชนะ จ.สุราษฎร์ธานี ,05:00 ,38
สถานีฝ่ายส่งน้ำและบำรุงรักษาที่ 2,ต.เมืองเล็น อ.สันทราย จ.เชียงใหม่ ,06:00 ,37.8
สถานีอบต.ทับใต้,ต.ทับใต้ อ.หัวหิน จ.ประจวบคีรีขันธ์ ,06:00 ,37.6
สถานีบ้านสว่างคีรี,ต.โคกยาง อ.กันตัง จ.ตรัง ,05:00 ,37.5
สถานีโครงการจุฬาภรณ์พัฒนา 7 อ.ธารโต จ.ยะลา,ต.แม่หวาด อ.ธารโต จ.ยะลา ,04:00 ,37
สถานีลำปาง,ต.พระบาท อ.เมืองลำปาง จ.ลำปาง ,04:00 ,36.8
สถานีบ้านพุหวาย,ต.ห้วยทรายเหนือ อ.ชะอำ จ.เพชรบุรี ,05:00 ,36.5
สถานีบ้านแก้มอ้น*,ต.แก้มอ้น อ.จอมบึง จ.ราชบุรี ,05:00 ,36.5
สถานีบ้านเขาหัวนา,ต.เขาเพิ่ม อ.บ้านนา จ.นครนายก ,05:00 ,36
สถานีสะพานทางเข้าชุมชนบ้านปากซวด,ต.พังกาญจน์ อ.พนม จ.สุราษฎร์ธานี ,06:00 ,35.8
สถานีสะพานไอร์ปาโจ,ต.ภูเขาทอง อ.สุคิริน จ.นราธิวาส ,06:00 ,35.8
สถานีอบต.ด่านชุมพล,ต.ด่านชุมพล อ.บ่อไร่ จ.ตราด ,06:00 ,35.8
สถานีทต.เกาะช้าง,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด ,06:00 ,35.6
สถานีบ้านโรงกลวง,ต.นบปริง อ.เมืองพังงา จ.พังงา ,05:00 ,35.5
สถานีพัทยา,ต.เขตการปกครองพิเศษพัทยา อ.บางละมุง จ.ชลบุรี ,04:00 ,35.4
สถานีบ้านห้วยต่อ,ต.ไม้ฝาด อ.สิเกา จ.ตรัง ,05:00 ,35
สถานีบ้านนาบ่อ,ต.บ่อน้ำร้อน อ.กันตัง จ.ตรัง ,05:00 ,35
สถานีสะพานห้วยมุก,ต.มุกดาหาร อ.เมืองมุกดาหาร จ.มุกดาหาร ,06:00 ,35
สถานีพระแสง,ต.ไทรขึง อ.พระแสง จ.สุราษฎร์ธานี ,06:00 ,34.6
สถานีบ้านตาดรินทอง,ต.ธาตุทอง อ.ภูเขียว จ.ชัยภูมิ ,05:00 ,34.5
สถานีบ้านถ้ำมงกุฎ,ต.เขาวง อ.พระพุทธบาท จ.สระบุรี ,05:00 ,34.5
สถานีสัตหีบ,ต.พลูตาหลวง อ.สัตหีบ จ.ชลบุรี ,04:00 ,34.4
สถานีชุมชนบ้านโคกพะยอม,ต.ละงู อ.ละงู จ.สตูล ,06:00 ,34.4
สถานีเมืองอ่างทอง,ต.โพสะ อ.เมืองอ่างทอง จ.อ่างทอง ,06:00 ,34
สถานีตลาดเก่าตะกั่วป่า,ต.โคกเคียน อ.ตะกั่วป่า จ.พังงา ,06:00 ,34
สถานีคลองผันน้ำยม-น่าน4,ต.งิ้วงาม อ.เมืองพิษณุโลก จ.พิษณุโลก ,06:00 ,33.6
สถานีบ้านขุนห้วยนกกก,ต.แม่หละ อ.ท่าสองยาง จ.ตาก ,05:00 ,33.5
สถานีบ้านธาราวงศ์อารีย์,ต.เพิ่มพูนทรัพย์ อ.บ้านนาสาร จ.สุราษฎร์ธานี ,05:00 ,33.5
สถานีบ้านทุ่ง,ต.อ่าวนาง อ.เมืองกระบี่ จ.กระบี่ ,05:00 ,33.5
สถานีกบินทร์บุรี,ต.กบินทร์ อ.กบินทร์บุรี จ.ปราจีนบุรี ,04:00 ,33.4
สถานีรร.กองม่องทะ สาขาไล่โว่,ต.ไล่โว่ อ.สังขละบุรี จ.กาญจนบุรี ,06:00 ,33.2
สถานีเปร็ดใน,ต.ห้วงน้ำขาว อ.เมืองตราด จ.ตราด ,06:00 ,33.2
สถานีทต.บ้านนา,ต.บ้านนา อ.แกลง จ.ระยอง ,06:00 ,33.2
สถานีเขตห้ามล่าสัตว์ป่าเขาชีโอน,ต.นาจอมเทียน อ.สัตหีบ จ.ชลบุรี ,06:00 ,33
สถานีอบต.ราษฎร์นิยม,ต.ราษฎร์นิยม อ.ไทรน้อย จ.นนทบุรี ,06:00 ,33
สถานีองครักษ์,ต.ทรายมูล อ.องครักษ์ จ.นครนายก ,06:00 ,33
สถานีบ้านคลองสน,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด ,05:00 ,33
สถานีบ้านขามป้อม,ต.ร่องจิก อ.ภูเรือ จ.เลย ,05:00 ,33
สถานีบ้านคลองพร้าว,ต.เกาะช้าง อ.เกาะช้าง จ.ตราด ,05:00 ,33
สถานีหน่วยศึกษาการพัฒนาการอนุรักษ์ต้นน้ำผาเวียง,ต.แม่สิน อ.ศรีสัชนาลัย จ.สุโขทัย ,06:00 ,33
สถานีอบต.สะแกกรัง,ต.สะแกกรัง อ.เมืองอุทัยธานี จ.อุทัยธานี ,06:00 ,33
สถานีบ้านบางกุ่ม,ต.กะปง อ.กะปง จ.พังงา ,05:00 ,33
สถานีระยอง,ต.ตะพง อ.เมืองระยอง จ.ระยอง ,04:00 ,32.9
สถานีเหนือปตร.โพธิ์พระยา,ต.โพธิ์พระยา อ.เมืองสุพรรณบุรี จ.สุพรรณบุรี ,06:00 ,32.8
สถานีท้ายปตร.โพธิ์พระยา,ต.โพธิ์พระยา อ.เมืองสุพรรณบุรี จ.สุพรรณบุรี ,06:00 ,32.6
สถานีบ้านนาวัง,ต.ตะเคียนเตี้ย อ.บางละมุง จ.ชลบุรี ,05:00 ,32.5
สถานีสถานีตำรวจภูธรกะพ้อ,ต.กะรุบี อ.กะพ้อ จ.ปัตตานี ,06:00 ,32
สถานีรพสต.บ่อวิน,ต.บ่อวิน อ.ศรีราชา จ.ชลบุรี ,06:00 ,32
สถานีหน่วยจัดการต้นน้ำห้วยอีมาย,ต.นาป่า อ.เมืองเพชรบูรณ์ จ.เพชรบูรณ์ ,06:00 ,32
สถานีบ้านหินโหง่น,ต.ห้วยคต อ.ห้วยคต จ.อุทัยธานี ,05:00 ,32
สถานีบ้านเงาะกาโป,ต.บันนังสตา อ.บันนังสตา จ.ยะลา ,05:00 ,32
สถานีพระนครศรีอยุธยา,ต.บ้านป้อม อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา ,06:00 ,32
สถานีคลองระพีพัฒน์แยกใต้ หนองเสือ,ต.ศาลาครุ อ.หนองเสือ จ.ปทุมธานี ,06:00 ,32
สถานีโรงเรียนนิคมสร้างตนเองพัฒนาภาคใต้ 1,ต.ตลิ่งชัน อ.บันนังสตา จ.ยะลา ,06:00 ,31.8
สถานีอบต.นากอก,ต.นากอก อ.ศรีบุญเรือง จ.หนองบัวลำภู ,06:00 ,31.8
สถานีอบต.บึงชำอ้อ,ต.บึงชำอ้อ อ.หนองเสือ จ.ปทุมธานี ,06:00 ,31.6
สถานีบ้านไอร์เจี๊ยะ,ต.ซากอ อ.ศรีสาคร จ.นราธิวาส ,05:00 ,31.5
สถานีบ้านห้วยสลัก,ต.ป่าแดด อ.แม่สรวย จ.เชียงราย ,05:00 ,31.5
สถานีบ้านแม่กระต๋อม,ต.ป่าสัก อ.วังชิ้น จ.แพร่ ,05:00 ,31.5
สถานีอ่างเก็บน้ำห้วยซับเหล็ก,ต.โคกตูม อ.เมืองลพบุรี จ.ลพบุรี ,06:00 ,31.4
สถานีทต.หนองขาหย่าง,ต.หนองขาหย่าง อ.หนองขาหย่าง จ.อุทัยธานี ,06:00 ,31.4
สถานีบางระกำ,ต.บางระกำ อ.บางระกำ จ.พิษณุโลก ,06:00 ,31.4
สถานีปตร.กลางคลองข้าวเม่า (วัดกระสังข์),ต.หันตรา อ.พระนครศรีอยุธยา จ.พระนครศรีอยุธยา ,06:00 ,31.2
สถานีสะพานบังอี่,ต.โพธิ์ไทร อ.ดอนตาล จ.มุกดาหาร ,06:00 ,31
สถานีบ้านเทพพนม,ต.กระบี่น้อย อ.เมืองกระบี่ จ.กระบี่ ,05:00 ,31
สถานีลำโดมใหญ่ บ้านนาเยีย,ต.นาเยีย อ.นาเยีย จ.อุบลราชธานี ,05:00 ,31
สถานีบางไทร,ต.โพแตง อ.บางไทร จ.พระนครศรีอยุธยา ,06:00 ,31
สถานีอบต.ไม้รูด,ต.ไม้รูด อ.คลองใหญ่ จ.ตราด ,06:00 ,30.8
สถานีสำนักงานเกษตรอำเภอเจาะไอร้อง,ต.จวบ อ.เจาะไอร้อง จ.นราธิวาส ,06:00 ,30.8
สถานีบ้านขุนตาน,ต.ทาปลาดุก อ.แม่ทา จ.ลำพูน ,05:00 ,30.5
สถานีพุนพิน 2,ต.ท่าโรงช้าง อ.พุนพิน จ.สุราษฎร์ธานี ,06:00 ,30.4
สถานีอบต.คลองขนาน,ต.คลองขนาน อ.เหนือคลอง จ.กระบี่ ,06:00 ,30.4
สถานีทต.ชุมพร,ต.ชุมพร อ.เมยวดี จ.ร้อยเอ็ด ,06:00 ,30.2
สถานีปตร.พรุสนอ,ต.ยามู อ.ยะหริ่ง จ.ปัตตานี ,06:00 ,30.2
สถานีบ้านห้วยน้ำเค็ม,ต.บ้านเสด็จ อ.เมืองลำปาง จ.ลำปาง ,05:00 ,30
สถานีบ้านวัฒนานคร,ต.วัฒนานคร อ.วัฒนานคร จ.สระแก้ว ,05:00 ,30
สถานีอบต.บึงกาฬ,ต.บึงกาฬ อ.บึงกาฬ จ.บึงกาฬ ,06:00 ,30
