,ID,WMO_CODE,NAME_EN,Region,Latitude,Longitude,00Z,01Z,02Z,03Z,04Z,06Z,07Z,08Z,09Z,10Z,11Z,12Z,13Z,14Z,15Z,16Z,17Z,18Z,19Z,21Z,22Z,SUM,year,month,day
108,109,568,Songkhla,Southern EastCoast,7.182111111,100.6076944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
109,110,569,Hat Yai,Southern EastCoast,6.916666944,100.43333359999998,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.85,2.12,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,2020,06,03
110,111,571,Korhong (1),Southern EastCoast,7.0,100.5,0.0,0.0,0.0,0.0,0.0,3.12,0.0,0.0,1.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,2020,06,03
111,112,574,Sa Dao (2),Southern EastCoast,6.798055556,100.3905556,0.0,0.0,0.0,0.0,0.0,15.5,0.0,0.95,1.55,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.1,2020,06,03
112,113,580,Pattani,Southern EastCoast,6.7833336110000015,101.1500003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,1.15,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.15,2020,06,03
113,114,581,Yala (1),Southern EastCoast,6.050000278,101.2833336,0.0,0.0,0.0,0.0,0.0,0.0,0.1,123.5,0.0,0.0,0.0,0.1,0.55,1.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.4,2020,06,03
114,115,583,Narathiwat,Southern EastCoast,6.416666944,101.81666690000002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,2020,06,03
115,116,532,Ranong,Southern WestCoast,9.983333611,98.61666694,0.0,0.0,0.0,0.0,1.35,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,10.5,1.35,4.37,31.419999885559083,2020,06,03
116,117,561,Takua Pa,Southern WestCoast,8.684166667000001,98.25222222,0.0,5.25,0.35,0.0,0.0,0.45,0.0,0.45,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,9.25,1.15,0.0,17.45,2020,06,03
117,118,564,Phuket,Southern WestCoast,7.883333611,98.40000028,0.0,0.0,0.0,0.25,1.45,0.35,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,2020,06,03
118,119,565,Phuket Airport,Southern WestCoast,8.145,98.31444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
119,120,563,Krabi,Southern WestCoast,8.103611111000001,98.97527778,0.0,0.0,0.0,0.0,1.25,0.25,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.95,2020,06,03
120,121,566,Ko Lanta,Southern WestCoast,7.5333336110000015,99.05000028,0.0,0.0,0.0,0.0,18.5,1.15,2.87,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.5,57.14,2020,06,03
121,122,567,Trang,Southern WestCoast,7.516666944,99.61666694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,2020,06,03
122,123,570,Satun,Southern WestCoast,6.650000277999999,100.0833336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2020,06,03
